Dates,AAPL,ABBV,ABT,ACN,ADBE,AGN,AIG,AMGN,AMZN,AVGO,AXP,BA,BAC,BIIB,BLK,BMY,C,CAT,CB,CELG,CHTR,CL,CMCSA,COP,COST,CRM,CSCO,CVS,CVX,DD,DHR,DIS,DOW,DUK,EOG,FB,FOX,FOXA,GD,GE,GILD,GM,GOOG,GOOGL,GS,HD,HON,IBM,INTC,JNJ,JPM,KHC,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,ORCL,PCLN,PEP,PFE,PG,PM,PNC,PYPL,QCOM,RAI,SBUX,SCHW,SLB,SPG,T,TJX,TMO,TWX,TXN,UNH,UNP,UPS,USB,UTX,V,VZ,WBA,WFC,WMT,XOM
04/03/17,142.5360096,63.37601962,43.74877093,115.3103742,129.59,236.2161151,61.15453074,161.6271263,891.51,216.9803307,77.67575182,173.2984793,23.39370864,272.69,377.5405487,53.11999547,58.9864951,90.32720821,134.9350829,124.05,328.27,72.17264026,37.25637292,48.61479604,165.6964049,82.31,32.69998528,76.54827983,105.6315914,78.93382844,85.19871585,112.3520599,62.17202849,80.57826261,96.45038073,142.28,31.34836973,31.92810583,185.386906,29.33998453,66.14937351,33.45162464,838.55,856.75,227.4011265,144.9161126,123.1040751,169.3114664,35.21538551,122.3447163,86.05867423,89.80479582,41.7295181,83.37186854,265.368622,80.8435665,111.6475558,128.0608431,42.63355178,80.13850508,51.24375886,188.4839854,70.29685084,62.55731549,42.08170135,64.51186607,126.9927099,146.92,55.18135335,108.1753556,44.07779072,1773.99,110.323521,33.28242862,87.64473493,110.8840192,118.5759826,42.63,54.87933913,62.4312043,57.63080385,40.33904084,75.93644868,168.2331533,40.03168822,77.68074437,154.3268006,96.83917849,78.86659788,164.2825973,104.3246024,104.7747572,50.98778432,110.6591611,89.05738115,48.60096313,82.17902446,54.33509186,70.91238873,80.52056212
04/04/17,143.5973424,63.45398489,43.46347425,115.702453,130.04,236.9614958,61.54051985,162.0906368,906.83,217.139,77.34959076,175.3095853,23.24495678,274.24,376.2659084,53.05140297,58.9864951,92.14804496,135.994601,124.77,331.52,72.41856039,37.48451365,48.89006688,166.2430937,82.97,32.8168405,76.37174312,106.4742924,79.0626272,84.98940688,112.1932584,62.3100571,80.6958236,97.73360052,141.73,30.99089704,31.53086656,185.3671567,29.47745434,66.03107358,33.54952228,834.57,852.57,227.699084,144.6393665,122.9555542,169.3308718,35.33225073,122.3349044,86.34383209,89.96259032,41.99518586,84.99093147,266.2377763,80.40012909,111.4983476,127.7446678,43.03958561,79.73301592,51.16552411,187.9601992,70.62075423,62.75443953,41.88464351,64.68901536,127.8017063,145.5,54.6648972,100.589706,44.05802932,1767.38,110.5404992,33.37963197,87.86951514,111.4143298,117.8932604,42.72,55.05417596,62.6793016,57.51246545,40.00097642,76.43487325,164.8503196,40.14724758,76.0741721,152.4698473,97.11586186,79.10213775,163.6674925,106.0056623,105.0012439,50.89876588,111.707126,88.47934532,48.72943253,81.73320697,54.05112761,71.09008927,80.81489828
04/05/17,142.8534176,63.3078,43.08963721,115.3103742,129.89,236.3055608,60.98627908,159.9999082,909.28,215.3242194,77.17168472,173.7203211,22.97720344,270.44,376.3745987,52.39487471,58.89754094,92.25572885,135.4400869,124.18,331.99,72.26117151,37.03815135,48.2805386,165.9945988,85.34,32.41411962,75.54790513,106.4546947,79.72643623,85.48776156,112.1535581,62.62555106,81.18566107,97.06712202,141.85,30.61356474,31.16342025,184.3500665,29.42835798,65.52829891,33.28519865,831.41,848.91,226.1099776,144.9358802,122.3515689,167.7396351,35.27381812,122.4526473,85.23622595,90.15983344,41.88695085,84.53680406,263.6895738,80.42969159,111.6972919,128.8512811,43.58426513,79.35719669,50.75479169,188.009613,70.60112372,62.65587751,41.12597084,64.5217077,128.8869455,143.62,54.6053061,99.84112216,43.95922235,1761.77,110.4024222,33.23382694,87.92815345,111.1589951,117.0423313,42.89,54.85019966,63.08618117,57.41385011,39.25524606,76.52283052,164.5893581,39.97390854,75.3006373,152.5097817,97.2047958,78.59180137,164.0643343,105.5705645,105.1095637,50.4833465,111.2226894,88.7284987,48.44284694,80.4155686,53.83570645,70.73468818,80.97187757
04/06/17,142.4963336,63.42474791,42.9617456,114.4968107,130.15,236.8720501,61.20401653,160.0097702,898.28,215.6911422,77.33047419,174.004819,23.06645455,270.94,379.5266161,52.60216415,59.19405482,93.80246115,136.242152,124.3,336.8,71.93655694,37.82176516,48.96871569,168.9964172,85,32.4926993,75.52828994,107.0916198,79.89486538,85.84657693,112.2031835,62.71428374,80.91135209,97.53465171,141.17,30.33553042,30.90521472,184.7964347,29.38908089,65.53815724,33.44183488,827.88,845.095,227.0833052,145.5289075,122.6090053,167.3224206,35.08878152,122.6979451,85.52301683,89.6963121,41.98534631,84.27025102,263.8179716,80.77458735,112.0560947,128.5943887,43.68329777,79.33741673,51.50780112,187.6637164,70.10054576,62.33062284,41.47082205,64.68901536,128.0187542,143.74,54.76421569,100.5697438,43.65292073,1773.52,110.047367,33.15606426,87.37108946,110.5697611,118.0021002,42.9,54.9084786,62.84800776,57.11800409,39.8319442,76.83556751,164.1157614,39.56945078,76.16342611,152.6994705,97.13562495,78.61142969,164.0345712,105.8771107,105.0406329,50.78996557,111.1337113,88.7882955,48.43,80.90101431,54.21758941,70.51749863,81.44281542
04/07/17,142.1789256,63.87304822,43.11915066,115.1143348,130.22,237.378909,60.70915869,161.124168,894.88,216.4349048,77.18160906,175.4567394,22.96728665,268.73,381.4237551,52.73048619,58.7394002,93.5087778,136.1233275,125.58,330.65,72.2513347,37.71761396,48.70327596,169.592805,84.38,32.37482978,75.5969431,106.6702693,79.31031714,85.78677437,111.7367041,62.30019792,80.58805936,96.84827834,140.78,30.32560062,30.85555982,186.5223918,29.44799653,65.63674051,33.00129548,824.67,842.1,226.3284797,145.4201858,123.0446667,167.021638,35.08878152,122.5703902,85.22633661,89.44975819,41.92630903,84.23076168,266.8995188,80.94210815,111.8667265,128.4066597,43.75262062,79.48576643,51.44912506,187.762544,70.38518813,62.22220461,41.33288157,64.63980722,127.1998919,143.11,54.73442014,100.1405557,43.7616084,1769.56,110.076955,33.14634392,87.20494757,111.5616383,117.9130494,43.04,54.7045023,63.06633338,57.21661943,39.67285506,76.55214962,164.1254266,39.55970461,75.45931111,152.8592084,97.29372974,79.03343862,164.7092023,105.8375563,103.3862947,50.59214681,111.707126,88.43948078,48.66,81.56478702,53.69862025,71.96871973,81.19753529
04/10/17,142.0103027,63.31754566,42.88304306,115.5064136,130.16,238.641087,60.84771889,160.5423142,907.04,216.2068176,76.90372748,174.1912142,22.82845158,269.3,381.295303,52.66138971,58.59114326,95.09466788,136.6283315,125.92,331.37,72.52676525,37.3654837,49.30297314,170.1891928,84.24,32.42394208,76.31289755,107.2288037,79.26077915,85.82664274,111.5878277,62.37907141,80.72521385,98.05191861,141.04,30.38517941,31.0243865,186.1454586,29.46763507,65.47900728,33.25582936,824.73,841.7,227.3316031,146.487635,123.2327933,166.1095877,34.86478986,122.0012994,84.92965639,89.63713916,42.00502541,84.3788467,265.7143084,81.21802476,111.9464605,128.4264207,43.97049243,79.41653657,51.62515324,187.4858267,70.4342644,61.65054488,41.29347,64.49218282,127.6931824,143.85,54.52585131,97.58538952,43.66280143,1775.97,110.4813233,33.08802191,87.45904693,111.0215072,117.1214875,43.05,54.89876545,63.03656171,57.1475887,39.07627077,76.92352478,165.7491868,39.35503504,75.38989132,153.1986515,97.52100536,78.64087218,164.1734658,106.420983,104.7944517,50.22618211,111.5983749,88.5590744,48.54,81.74311402,53.40486412,72.12667577,81.56054989
04/11/17,140.4827769,63.17136078,43.13390739,114.9673052,129.95,237.6373076,60.16481508,160.8578959,902.36,215.7407264,76.67546761,175.1820518,22.72928368,268.65,379.4772114,52.29616545,58.34404836,95.0555101,136.4500948,125.06,332.3,72.49725484,36.92904057,49.30297314,169.6027448,83.86,32.33553994,76.66597097,106.7780567,78.40872577,85.92631368,112.2230337,61.61005488,80.51948212,97.53266223,139.92,30.25609204,30.93500767,186.8596477,29.49709288,65.0846742,33.20688053,823.35,839.88,226.1894329,146.4777512,123.3120045,165.5080226,34.80635725,121.8835565,84.78131629,89.57796622,41.97550677,84.83297411,266.9390258,81.20817059,111.7371589,129.6318387,43.63378145,79.26818687,51.60559456,187.8416061,70.74835254,61.68011349,40.96832457,64.44297468,127.5846585,144.35,54.54571501,97.93472864,43.83149862,1768.4,110.1953067,32.98109822,87.76201156,111.3848681,116.7850736,42.69,53.76232603,63.48313685,57.07855796,38.70837713,77.84218967,167.5469213,39.28681184,76.35185126,152.6196016,97.55065,77.93425258,164.5207024,106.4110944,104.1346858,50.33498243,111.8554229,88.54910827,48.7,81.91153396,53.03277303,72.4919491,81.27602493
04/12/17,140.6513999,63.35837478,43.03493101,114.472098,129.38,236.3651912,59.55119137,160.7987244,896.23,207.4601699,76.09985577,172.7098629,22.46153034,268.92,376.8982881,52.30603637,57.83009096,92.86267444,135.6777358,125.15,334.57,72.79235899,36.98855554,48.60496494,169.1455142,83.37,32.04086612,76.46001147,106.7780567,77.70528636,85.46782737,112.1932584,61.04808126,81.09749032,97.14404618,139.58,29.92840874,30.43845859,184.8361119,29.23197254,65.28184074,33.22646006,824.32,841.46,224.2129818,144.8370423,121.9357102,165.5856439,34.6992308,123.0413619,84.45496805,90.66280342,42.25101408,85.14888883,265.2007172,80.6760457,111.0992873,129.6911215,43.96058917,79.21873698,50.82324709,187.475944,70.82687457,62.14335499,40.46582708,64.196934,128.7586899,143.83,55.1912852,97.1262581,43.84142198,1750.01,112.0494835,32.97137788,88.26043724,111.7384085,115.320684,42.49,51.85854719,63.71138636,56.78271194,38.18139434,77.76400543,167.4792646,39.5304661,76.45102238,152.2102731,97.58029465,77.02153561,164.2528342,104.3938225,102.6379036,50.14705461,110.9656414,88.37968397,48.92,81.80255635,52.01441845,72.50182136,81.4035706
4/13/2017,139.907475,63.12214657,42.23322231,113.7589996,129.05,236.3651912,58.93756766,159.3786068,884.67,209.5625387,75.22651365,172.2880211,22.15410983,271.88,374.4873406,52.14810156,57.36555254,91.13973213,135.3806746,124.45,330,72.45790762,36.83976811,47.79881463,167.8235213,83.13,31.84441691,76.46001147,103.965787,76.72443422,85.49772865,112.3520599,60.20019124,80.91135209,95.30061111,139.39,29.65037441,30.21997699,185.2229643,29.02576783,65.56773222,32.68802303,823.56,840.18,221.7995264,144.2143636,121.2921194,164.489243,34.32915761,122.6390736,83.466034,90.2387307,42.10342088,84.78361243,264.6970027,79.87785837,110.8501187,129.1970977,43.61397492,79.12972716,49.99200291,186.4382542,69.98276271,61.7096821,40.09141719,63.92136844,129.015201,142.92,54.96285267,95.30969464,43.66280143,1738.77,111.1322577,32.93249654,87.98679177,111.0313277,115.1218552,42.55,51.27575775,63.48313685,56.71368121,37.31634713,76.37623506,168.020518,39.25757333,76.17334323,151.9307318,97.09609876,76.39342931,163.6575714,103.6126241,102.1553882,49.43490709,110.8173445,88.56904054,48.62,81.71339286,50.28125729,72.21552604,80.14773632
4/14/2017,139.907475,63.12214657,42.23322231,113.7589996,129.05,236.3651912,58.93756766,159.3786068,884.67,209.5625387,75.22651365,172.2880211,22.15410983,271.88,374.4873406,52.14810156,57.36555254,91.13973213,135.3806746,124.45,330,72.45790762,36.83976811,47.79881463,167.8235213,83.13,31.84441691,76.46001147,103.965787,76.72443422,85.49772865,112.3520599,60.20019124,80.91135209,95.30061111,139.39,29.65037441,30.21997699,185.2229643,29.02576783,65.56773222,32.68802303,823.56,840.18,221.7995264,144.2143636,121.2921194,164.489243,34.32915761,122.6390736,83.466034,90.2387307,42.10342088,84.78361243,264.6970027,79.87785837,110.8501187,129.1970977,43.61397492,79.12972716,49.99200291,186.4382542,69.98276271,61.7096821,40.09141719,63.92136844,129.015201,142.92,54.96285267,95.30969464,43.66280143,1738.77,111.1322577,32.93249654,87.98679177,111.0313277,115.1218552,42.55,51.27575775,63.48313685,56.71368121,37.31634713,76.37623506,168.020518,39.25757333,76.17334323,151.9307318,97.09609876,76.39342931,163.6575714,103.6126241,102.1553882,49.43490709,110.8173445,88.56904054,48.62,81.71339286,50.28125729,72.21552604,80.14773632
4/17/2017,140.6811569,63.29931773,42.86667116,114.610756,129.99,234.6756616,59.31365961,159.8717032,901.99,212.0913314,76.08993142,175.6235141,22.62019898,274.05,379.2301881,52.26655267,58.30451317,92.1578344,136.8362743,125.07,330.36,72.86121663,36.89928308,48.12324098,168.6783438,84.2,32.03104366,77.2151963,104.034379,77.36842805,86.41470126,112.9277154,60.86075672,81.24444156,95.40025625,141.42,29.94826833,30.51790644,187.3655317,29.10432201,65.75504043,33.18730101,837.17,855.13,224.7195095,145.598094,122.2129494,166.0125611,34.55314928,123.3553431,84.90987771,90.31762795,42.37892819,81.32829521,266.5538325,80.75487902,112.2952965,129.7800458,43.71300756,79.47587645,50.75479169,188.1282061,70.97410338,61.89694994,40.87964854,64.44297468,129.1533223,147.25,55.85671908,99.04263273,43.95057898,1770.61,111.7634669,33.04914057,88.33862166,112.6811829,117.7165706,43.1,51.37288932,63.72131025,57.27578864,37.92287448,76.46419234,168.7260805,39.27706567,75.8460785,153.448242,97.9953197,77.25707548,165.8600436,104.7992546,103.2681277,49.98879961,111.9839469,89.50585721,48.81,82.35735146,51.62274361,72.55118262,80.03981306
4/18/2017,140.05626,62.64969015,42.98544281,115.1257715,129.81,232.93644,58.88808188,159.0235774,903.78,211.3277352,75.21658931,174.4757121,22.52103108,271.16,379.0424504,52.24681082,57.7411368,92.40257053,136.1530337,123.01,328.18,73.15632079,37.2861304,47.86763234,169.105755,83.71,32.08997842,76.74443173,103.5542354,77.1603685,86.25522777,113.3346442,60.61427707,81.17586432,94.49348548,140.96,29.83904056,30.44838957,185.8677184,29.30070745,65.12410751,32.98171595,836.82,853.99,214.1221561,146.0428645,121.8664004,164.9937815,34.83070417,119.5286979,84.21762388,91.22494633,42.78234961,80.16335968,265.4673895,80.93225398,112.1457953,130.718691,44.30720341,79.44620651,50.06045832,187.9898475,71.00354915,61.37457122,40.60376757,64.35440004,130.1695008,143.36,55.72760505,99.10251944,44.17881636,1763.31,112.7102806,32.8936152,88.73931681,113.1427496,115.728283,43.09,51.15919986,63.55260409,57.54205005,37.69418384,76.16122839,168.8807243,39.22833482,76.20309456,153.0189464,98.46963405,78.13053581,167.258911,105.0563579,102.5098893,49.25687021,112.2706543,89.42612814,49.22,82.05023274,51.3583631,72.94607271,79.51981918
4/19/2017,139.540472,62.4528333,43.14380503,115.8289658,130.22,234.8843682,58.37342973,159.0334394,899.2,211.8533274,74.9784051,175.0152771,22.55078145,271.94,372.6099634,52.51332582,57.05915487,91.5019416,135.6282256,122.92,333.61,72.58578608,37.22661543,47.18928635,169.0361764,83.5,32.0703335,76.82289249,102.1334023,77.05138493,86.15555683,112.8780899,60.68329137,80.67623011,92.95895034,142.27,29.60072543,30.18025307,186.2347323,29.4578158,65.3409907,33.0796136,838.21,856.51,212.6323689,145.5091399,121.5297529,156.8823553,34.97191631,119.0871619,83.52537004,90.58390617,42.53636094,79.8573173,266.3069136,80.79429568,111.9165602,131.0546271,44.18836424,79.43631653,50.03112029,187.6044198,70.7777983,61.7392507,41.42155759,64.00994308,129.7354052,139.76,55.47930882,99.49178303,43.85134534,1763.2,112.0593461,32.67004748,88.24089114,111.8660759,115.797873,43.3,51.10092092,63.10602895,58.22249589,38.06207748,74.74413893,168.5907671,39.22833482,76.26259724,154.2069972,98.81548825,77.89499594,167.9137001,105.6002302,102.8643903,49.14806989,111.6379208,89.44606041,48.94,82.73381956,51.06460697,73.12377325,78.97039168
4/20/2017,141.2862158,62.77764709,43.52981292,118.0673023,131.42,236.4745137,59.05633354,159.8026697,902.06,216.3952375,79.41458605,175.8982017,22.87803553,272.46,377.0465021,52.75022804,57.731253,93.4206728,135.4400869,123.27,335.59,72.37808728,37.69281605,47.14013085,169.1256346,84.05,32.24713779,78.40218875,102.7703275,77.56658,82.61723861,113.9301498,61.06779963,80.36273413,92.96891485,143.8,30.33553042,30.85555982,186.6116654,29.72293614,65.55787389,33.38309629,841.65,860.08,216.5753391,146.9917082,122.5495969,157.4742178,35.23486304,119.5777574,84.60330816,90.77128714,42.39860728,80.89391247,268.499553,82.07533708,114.2089112,131.6770971,44.54488175,80.1286151,50.63743957,188.9188268,70.0907305,61.65054488,41.87479062,64.46265793,129.1138591,141.18,56.01562867,101.0687997,44.18873972,1760.8,112.0297582,32.79641185,87.97498666,108.0065932,118.134111,43.69,51.1494867,63.30450679,59.24809541,38.45980034,74.77345803,168.8807243,39.3355427,77.52207056,155.105523,98.81548825,79.25916432,170.1856196,106.6978635,103.9180463,50.12727274,112.6463398,90.84131929,48.41,83.35796405,52.38650955,73.84444768,79.48057436
4/21/2017,141.1175928,62.81701846,43.0844192,118.0871106,131.52,234.8943066,58.52188708,158.1951756,898.53,215.8498116,78.98783934,176.9577113,22.52103108,272.94,373.5585329,52.78971174,57.04927107,93.08512422,134.1528218,122.26,338.48,72.21984058,37.85152264,46.93367772,169.741902,83.79,32.23731533,78.25412973,102.7801263,77.9232535,81.43115448,113.5827715,61.28470173,80.53907562,93.24792124,143.68,30.00784711,30.4881135,187.4151282,29.01594856,64.99594926,33.04045454,843.19,858.95,215.3835093,148.2568332,125.8269594,155.6113065,35.3712058,119.4698264,83.58470608,90.33735226,42.37892819,80.84455079,269.7242704,82.25271204,113.8899754,131.8154238,44.50526869,79.5945562,50.13869306,189.2548406,70.14962203,61.00003554,41.18508819,65.34840438,131.2350083,142.87,55.46937697,101.4880066,44.08950608,1752.01,111.8719559,32.69920849,87.27575639,107.6530528,117.4779761,43.81,50.99407618,63.18542009,59.7707567,38.11179284,73.1413619,166.2227835,38.91645738,77.90883796,154.7860471,98.65738347,78.32681903,169.8086198,107.0736298,104.1543803,49.95912679,113.6844183,90.84131929,47.25,83.24898644,51.896916,73.98265921,79.16661579
4/24/2017,142.4764956,63.6438172,43.67827749,118.2158645,132.89,235.5204264,59.07612785,160.8874817,907.41,219.4000382,79.84133276,178.6058372,23.4333758,276.86,382.0462539,52.85880822,58.749284,95.54252412,135.4400869,123.15,340.36,72.8528274,37.70273521,47.10080644,171.2925102,84.17,32.68914851,79.01416606,103.7992066,78.63660051,82.18865359,112.8483146,61.93540802,80.90155534,93.40735346,145.47,29.54114665,30.14052914,190.3611583,29.01594856,65.31141572,33.19709077,862.76,878.93,221.7002073,150.1248693,128.5102382,155.970305,35.78997283,120.5785723,86.53172956,91.28411927,42.58555867,82.35501804,272.8058176,83.28739932,115.3152197,132.6256227,44.95091557,79.76268586,50.87214381,191.9528339,71.20966949,61.24644059,42.91919716,66.46050825,130.9686314,143.83,55.09196671,102.7556086,44.496364,1798.62,112.7497311,32.79641185,88.19164957,110.3733497,120.152223,44.27,51.29518406,64.30681988,60.26383339,38.96689699,72.41815762,163.2845508,39.00417291,77.96834064,157.0822798,98.77596206,79.57321747,170.9693822,108.1119316,105.3360505,50.99767526,114.9993176,91.53894873,47.05,83.49666283,52.53338761,73.82470317,79.57868641
4/25/2017,143.3692055,64.0867451,43.31206488,117.5522868,133.49,236.7527892,59.4522198,162.4259424,907.62,221.3437377,80.01997092,180.0283268,23.78046346,286.89,383.5679175,53.24377433,59.5103363,103.0528909,135.7767562,125.52,344.5,73.38691003,38.17885499,47.95611226,171.6404031,84.75,32.82666296,81.1017983,104.5831145,81.44045058,83.03585654,114.2973783,63.89738609,81.00931958,94.94188861,146.49,29.68016381,30.39873466,191.6109892,28.91775584,66.16909016,33.27540888,872.3,888.84,225.0869903,151.2516213,127.9953655,155.6210092,35.90683804,121.1084155,87.28331944,91.01784105,42.41828638,80.16335968,266.6822302,83.63372925,115.7537564,140.0063379,45.06975474,80.87036358,51.21442083,192.8422823,71.09188643,61.40413983,43.61875249,66.84433171,131.1363502,152.16,55.07210301,104.5422287,44.36736027,1799.09,112.5919288,32.81585252,88.644672,111.0607894,120.400759,44.71,51.47973405,64.31674377,60.11591039,39.39942059,72.40838459,162.4146793,38.90671121,78.11709733,158.5798228,98.87477755,80.83924424,172.6758021,109.2392306,105.7299406,51.56145872,115.5134136,91.79806823,46.7,85.12141991,53.42444787,74.09125399,80.18698114
4/26/2017,142.4872081,64.0178452,43.35165543,117.839507,132.79,238.0249056,59.54129421,162.337185,909.29,219.8363789,79.91080316,178.2624776,23.69121235,279.98,384.2398209,53.07596859,59.40161454,103.2897487,137.5690252,125.2,345.4,72.69458069,38.47642986,47.5235438,175.7355992,84.95,32.80701804,80.93893337,103.9461893,80.85590233,82.70694245,114.7142322,63.42414515,80.92114884,93.97533076,146.56,29.83904056,30.52783742,193.2774305,28.73118967,67.25350612,33.65720969,871.624,889.14,224.659918,152.4277921,128.8171815,155.3008213,35.96527065,121.1869108,87.45143823,89.66672563,42.54620048,79.92642364,267.0180399,84.33628424,115.7836566,139.1566171,44.68352744,81.23629282,50.74501235,192.7138064,70.18888304,61.79838792,43.71728141,66.75575706,131.0475579,150.17,54.78407939,103.8235882,44.34751354,1804.12,111.7733295,32.90333554,86.40910478,109.1555995,121.285547,44.41,51.51858668,64.03887479,60.70760242,39.8319442,72.42793065,159.5151075,39.41351206,78.26585402,167.7348025,99.01311923,79.60265996,173.0031966,108.942573,105.9761219,51.55156778,116.8579723,91.50905032,47.36,85.12141991,53.40486412,74.46639958,79.86321137
4/27/2017,142.6252806,65.03165794,43.20319086,119.3350328,133.38,241.5530409,60.52111272,160.5645036,918.76,221.2346525,79.72224066,179.7438289,23.45320938,276.665,386.0579125,54.95144452,58.85800576,101.3356717,137.0640212,123.97,348.8,72.49677231,39.26996283,47.05165093,176.3816859,85.85,33.15080416,81.7187109,103.3484596,79.38957792,82.6371728,114.9722846,62.30019792,81.21505132,92.66997943,147.7,29.719883,30.34907975,193.4559778,28.55444278,67.60840589,33.81384592,874.25,891.44,224.2725733,154.305712,128.5993507,155.5530905,36.45220906,121.4125847,86.6405123,89.57796622,42.31989091,80.29170004,267.7983034,84.3758648,116.7105638,139.1862585,44.56468827,82.21540081,50.98949593,193.8107927,70.20851355,61.68011349,43.09654922,67.18878866,131.7282988,153.08,55.09196671,105.4405293,44.42690045,1837.04,111.0928072,32.91305587,86.35986321,108.2128251,120.311286,47.15,51.68371036,63.83047306,60.43226839,39.02655541,71.18675575,162.2503702,38.89696504,78.31543958,166.4269483,98.71667277,79.78912902,173.2512227,112.2651385,107.1676393,51.35374902,117.4313871,91.28979536,46.67,85.1016058,53.30694542,74.47627183,79.72585449
4/28/2017,142.4864146,64.90370099,43.19329322,120.1372685,133.74,242.3580521,60.28358096,161.0649964,924.99,218.9736143,78.6504117,181.3232829,23.14578888,271.21,379.9910199,55.3265397,58.59042432,100.9211705,135.9054827,124.05,345.13,71.2505795,38.87815592,47.10080644,176.4512645,86.12,33.45530043,81.37323984,104.553718,79.01308921,83.05579073,114.7340824,61.91568965,80.82318134,92.17175374,150.25,29.65037441,30.32921779,192.2259854,28.46606933,67.57883091,33.91174356,905.96,924.52,222.2762584,154.2859444,129.8469268,155.5239825,35.1861692,121.1476631,86.03726253,89.10458271,42.45764456,81.01238049,266.129132,83.98995431,115.9331578,138.2574938,44.59439807,82.17584089,50.6667776,193.5340754,70.45389491,61.43370843,42.92828065,67.37577957,131.7677621,152.2,55.03237561,104.1030595,44.61544437,1846.82,111.7240163,32.97137788,86.00532392,108.8511619,119.0487234,47.72,52.1985077,64.00910312,59.23823387,38.62883256,70.94242998,159.7277428,38.62407228,77.98817486,165.0591923,98.09413519,78.19927137,173.4992489,110.7126302,105.8185658,50.720729,117.6390028,90.91108223,45.91,85.73565734,52.71943316,74.21959327,80.1084915
05/01/17,145.4125192,65.43521447,43.03493101,120.0877477,135.11,243.7196142,60.97638192,160.3549376,948.43,219.4793729,78.63056302,178.9295762,23.41354222,271.12,378.4397135,55.58318377,58.92737872,100.6645745,135.5490093,124.12,344.14,71.01320944,38.87319634,46.67806908,176.7892176,86.66,33.36198706,80.89945097,103.7894078,78.75549168,82.85644886,113.8705993,61.63963244,80.40192113,91.70342158,152.46,29.48156786,30.18025307,191.5911507,28.41697297,67.14506452,33.48099393,912.57,932.82,223.3191094,152.4179083,129.6092933,154.1170964,35.36146703,121.0201083,86.09659858,88.23671295,42.52652139,80.77544445,265.1217031,83.51498756,115.9829915,139.4629118,43.63378145,82.81868957,50.82324709,192.526034,69.49199999,61.48298945,43.29451224,68.31073416,131.2547399,155.35,54.61523795,106.4386411,44.70475465,1869.92,110.737752,32.83529319,85.76896439,108.5663655,120.4405247,47.54,52.06252349,63.89001642,59.34671074,39.50382284,70.65901209,162.9655979,38.10752526,77.0063807,166.3470793,97.88662267,78.29802029,173.2115385,110.356641,104.9126187,51.13614839,117.5697976,90.95094677,45.88,85.6564009,53.32652916,74.26895453,80.51075092
05/02/17,146.3151481,65.5828571,43.15370266,119.5232115,135,243.9879513,60.89720467,161.2030634,946.68,223.5750254,78.93821763,179.9596549,23.33420789,271.36,379.9218534,55.22783044,59.17513931,100.1809898,135.6876378,123.82,337.69,69.98460585,39.02198377,45.91124318,177.5148227,87.09,33.62228226,77.97775288,103.2406722,79.20133357,82.72687664,113.5132959,61.63963244,80.7154171,91.54398936,152.78,29.64044462,30.21997699,192.5037256,28.46606933,67.61826421,32.5020175,916.44,937.09,223.5872711,153.1493087,129.8964338,154.3693657,36.01396449,121.3733371,85.54279551,87.77319161,42.69379369,80.65697643,266.1686391,84.48471135,117.7271716,139.5419556,43.34658679,83.81757751,50.87214381,194.2258686,69.52144576,61.79838792,42.90848435,68.20247626,132.2215893,156.45,54.69469274,103.2746267,44.78414156,1880.52,110.7476147,32.67004748,84.91216109,108.4878009,119.9533942,49.05,51.76141562,64.37628712,59.65241829,39.80211499,69.82830448,163.1395722,37.96133271,78.25593691,166.9760474,98.15342448,78.25852072,172.7650915,109.852323,105.2868142,51.0075662,117.965256,92.22661203,45.91,85.0124423,53.40486412,74.55524985,80.50093971
05/03/17,145.8687931,65.69112836,43.27247432,119.1468541,134.85,242.258668,60.90710183,161.5482308,941.03,223.0295995,78.23358933,179.9106036,23.57221086,271.36,379.7143538,54.34931804,59.70039176,100.210597,136.2124459,123.43,324.49,70.30109926,38.22845081,46.28482503,178.7374177,86.55,33.64192718,78.668695,104.5733157,78.27001941,82.53750186,110.7838951,60.84103835,80.37253088,91.43437971,151.8,28.15097504,28.68067485,192.6128379,28.70173186,66.2578151,32.7761309,927.04,948.45,224.769169,153.1987277,129.777617,153.9133405,36.26045271,121.0102964,86.03726253,87.91126179,42.62491686,80.21272136,266.2772833,84.63313846,116.9397989,140.9153417,44.59439807,83.16483886,50.95037856,195.3129721,68.92271525,62.71501472,43.03716031,67.98596046,131.5704459,155.59,54.15837289,104.0531539,44.54598082,1876.79,110.2544825,32.53396279,85.11897568,108.6252889,121.7229703,49.02,52.9269945,63.97933144,59.73870672,40.17000863,69.90648873,160.0466957,37.42529335,78.4840305,168.0442947,97.87674112,78.77201512,171.1777241,109.6446627,105.7102461,51.64058622,118.9341292,92.12695068,46.15,84.99262819,54.08050322,74.7921839,81.13866806
